Material Number,Manufacturer Name,Manufacturer Article Number,Type Code,Short Text,Plant,Storage Location,Storage Bin,Technical Drawing Number,Technical Parameters,Remark 1,GTIN,SPARETECH ID,eClass [10.1],Storage Location,MRP Type_VB_ND,Purchasing Group,Valuation Class,Order Quantity_HB_FX,Fixed Order Quantity,Minimum Stock,Current Inventory Level,Maximum Quantity,Reorder Level,Base Unit of Measure,Purchase Order Text,Supplier Name,Supplier Article Number,Time Of Delivery,Price,MRP Type,Purchasing Value Key,Quantity Functional Location,Technical Location,Quantity Technical Location,Equipment,Quantity Equipment,Purchased Part/In-House Production,Language,Remark 2,New Creation ID
ERSA000543,Bosch Rexroth AG,R0533 712 00,,Ball transfer unit R0533 712 00,Buenoes Aires,0020-EF50,606031,,,,,,,0020-PL15|0020-EF50,VB,568,6020,FX,1,,,1,1,PC,Ball transfer unit R0533 712 00 R0533 712 00 Bosch Rexroth AG,,,,0,ZA,,,1307,3,257968,4,Purchased Part,EN,,
ERSA000544,Balluff GmbH,BTL-P-1014-2R,,Position encoder Bal for displacement transducer,Chicago,0020-PF90,606019,,,,,,,0020-EF50,VB,785,,FX,2,,,5,1,PC,Position encoder Bal for displacement transducer BTL-P-1014-2R Balluff GmbH,,,,0,ZA,,,3913,1,12546,8,Purchased Part,EN,,
ERSA000545,Festo,163145,Solenoid valve,,Chicago,0020-PL15|0020-EF50,606020,,,,,,,0020-PF90,VB,785,,FX,1,,,3,1,PC, 163145 Festo,,,,0,ZA,,,4315,2,478562,11,Purchased Part,EN,,
ERSA000547,Siemens AG,1LA5113-2AA61                                                                                       ,,three-phase motor,Buenoes Aires,0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PL15|0020-EF50,VB,785,,FX,3,,,3,1,PC,three-phase motor 1LA5113-2AA61                                                                                        Siemens AG,,,,1426.54,ZA,,,3182,3,867936,7,Purchased Part,EN,,
ERSA000548,Festo,DGS-25-10                                                                                           ,Round cylinder D25/stroke10,,Buenoes Aires,0020-PL15,0012L02043,,,,,,,0020-EF50|0020-PF90,VB,785,,FX,3,,,3,1,PC, DGS-25-10                                                                                            Festo,,,,0,ZA,,,1050,1,6589|7854,0 I 1,Purchased Part,EN,,
ERSA000549,Festo,192964,Connection cable,,Chicago,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,785,,HB,1,,,4,1,PC, 192964 Festo,,,,0,ZA,,,2955,2,458796|785625,5 I 3,Purchased Part,EN,,
ERSA000550,Festo,574334,Proximity switch,effectors,Stuttgart,0020-PF90,0012L02007,,,,,,,0020-EF50,VB,785,,HB,2,,,4,1,PC,effectors 574334 Festo,,,,0,ZA,,,2827,3,48568 | 55879,0 I 1,Purchased Part,EN,,
ERSA000551,Festo,LFACP-MIDI                                                                                          ,Activated carbon filter,,Buenoes Aires,0020-PL15,0012L02013,,,,,,,0020-PF90,VB,785,,FX,3,,,3,1,PC, LFACP-MIDI                                                                                           Festo,,,,0,ZA,,,3393,1,48568 | 55879,0 I 1,Purchased Part,EN,,
ERSA000555,Siemens AG,3RV1021-1GA15                                                                                       ,,Motor protection switch,Toronto,0020-PF90,0012L01014,,,,,,,0020-PL15,VB,785,,FX,2,,,1,1,PC,Motor protection switch 3RV1021-1GA15                                                                                        Siemens AG,,,,0,ZA,,,4221,2,55885,4,Purchased Part,EN,,
ERSA000557,Festo,9999,supporto sensore Festo 175095,,Toronto,0020-PL15|0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PF90,VB,785,,FX,2,,,2,1,PC, 9999 Festo,,,,0,ZA,,,3919,3,15986,1,Purchased Part,EN,,
ERSA000558,Siemens AG,3VF3211-0FU41-0AA0                                                                                  ,,Motor protection switch,Mexico City,0020-PL15,0012L01014,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,FX,2,,,4,1,PC,Motor protection switch 3VF3211-0FU41-0AA0                                                                                   Siemens AG,,,,1426.54,ZA,,,3906,1,15796,1,Purchased Part,EN,,
ERSA000561,Festo,9999,R-3-1/4-B,,Stuttgart,0020-PL15|0020-EF50|0020-PF90,0012L02028,,,,,,,0020-PL15,VB,785,,FX,3,,,0,1,PC, 9999 Festo,,,,0,ZA,,,2794,2,15579,1,Purchased Part,EN,,
ERSA000564,Festo,DSN-20-50-PPV                                                                                       ,Standard cylinder,,Toronto,0020-PL15|0020-EF50,0012L02008,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,HB,3,,,2,1,PC, DSN-20-50-PPV                                                                                        Festo,,,,0,ZA,,,4878,3,12678,2,Purchased Part,EN,,
ERSA000565,Festo,170872,Cylinder DFM-50-50-P-A-GF,,Buenoes Aires,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,785,,HB,1,,,4,1,PC, 170872 Festo,,,,0,ZA,,,4564,1,12576,9,Purchased Part,EN,,
ERSA000566,Festo,9999,DMM255PA,,Buenoes Aires,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,785,,FX,1,,,0,1,PC, 9999 Festo,,,,0,ZA,,,1996,2,257968,3,Purchased Part,EN,,
ERSA000567,Festo,DNG-50-60-PPV-A                                                                                     ,Standard cylinder,Pneumatic cylinder,Chicago,0020-EF50,B450,,,,,,,0020-PL15,VB,785,,FX,3,,,3,1,PC,Pneumatic cylinder DNG-50-60-PPV-A                                                                                      Festo,,,,133.45,ZA,,,1115,3,12546,10,Purchased Part,EN,,
ERSA000568,Festo,PAL-5-1/4-4                                                                                         ,P-connector,,Buenoes Aires,0020-PF90,Z356,,,,,,,0020-EF50,VB,785,,FX,3,,,1,1,PC, PAL-5-1/4-4                                                                                          Festo,,,,0,ZA,,,4674,1,478562,5,Purchased Part,EN,,
ERSA000569,Festo,LFMB-D-MAXI-DA-A                                                                                    ,Fine filter,Filter,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,G690,,,,,,,0020-PF90,VB,785,,HB,2,,,5,1,PC,Filter LFMB-D-MAXI-DA-A                                                                                     Festo,,,,31.64,ZA,,,4565,1,7854|7858|66986,3 I 0 I 1,Purchased Part,EN,,
ERSA000570,Festo,9999,AZ5063EN/300 ORIGGA,,Mexico City,0020-PL15|0020-EF50,F340,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,FX,1,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2335,2,867936,8,Purchased Part,EN,,
ERSA000571,Festo,DSNN-20-80-PA                                                                                       ,Standard cylinder,Pneumatic cylinder,Mexico City,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50,VB,785,,FX,3,,,4,1,PC,Pneumatic cylinder DSNN-20-80-PA                                                                                        Festo,,,,165.78,ZA,,,3105,3,6589|7854,5 I 3,Purchased Part,EN,,
ERSA000572,Festo,9999,VAK-1/4,,Toronto,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,785,,FX,1,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2427,1,458796|785625,2 I 4,Purchased Part,EN,,
ERSA000573,Festo,35204,Rotary actuator,,Chicago,0020-EF50,H230,,,,,,,0020-PL15,VB,785,,HB,1,,,1,1,PC, 35204 Festo,,,,0,ZA,,,4800,2,48568 | 55879,0 I 3,Purchased Part,EN,,
ERSA000574,Festo,DGPL-18-250-PPV-A-KF-B                                                                              ,Linear Actuator,,Mexico City,0020-PF90,A168,,,,,,,0020-EF50,VB,785,,FX,1,,,0,1,PC, DGPL-18-250-PPV-A-KF-B                                                                               Festo,,,,0,ZA,,,3096,3,48568 | 55879,0 I 1,Purchased Part,EN,,
ERSA000575,Festo,9999,PAL-1/8-3,,Cape Town,0020-PL15|0020-EF50|0020-PF90,C560,,,,,,,0020-PF90,VB,785,,HB,3,,,0,1,PC, 9999 Festo,,,,0,ZA,,,1460,1,48568 | 55879,5 I 3,Purchased Part,EN,,
ERSA000576,Festo,529046,Pressure gauge MA-40-16-1/8-EN,Pressure gauge,Chicago,0020-PL15|0020-EF50,E440,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,HB,2,,,1,1,PC,Pressure gauge 529046 Festo,,,,0,ZA,,,4060,2,56588,1,Purchased Part,EN,,
ERSA000577,Festo,FENG-80-40                                                                                          ,Cylinder guide,Accessories pneumatic elements,Buenoes Aires,0020-EF50|0020-PF90,K780,,,,,,,0020-PL15|0020-EF50,VB,785,,FX,1,,,0,1,PC,Accessories pneumatic elements FENG-80-40                                                                                           Festo,,,,0,ZA,,,4997,3,78836,2,Purchased Part,EN,,
ERSA000578,Festo,VUVG-L14-M52-AT-G18-1P3                                                                             ,Solenoid valve,Directional valves,Buenoes Aires,0020-PL15,606028,,,,,,,0020-EF50|0020-PF90,VB,785,,FX,3,,,1,1,PC,Directional valves VUVG-L14-M52-AT-G18-1P3                                                                              Festo,,,,92.75,ZA,,,1877,1,55885,2,Purchased Part,EN,,
ERSA000579,Festo,CPA14-1M1H-5LS                                                                                      ,Solenoid valve,,Toronto,0020-EF50,606029,,,,,,,0020-PL15,VB,785,,FX,3,,,1,1,PC, CPA14-1M1H-5LS                                                                                       Festo,,,,0,ZA,,,2806,2,77557,2,Purchased Part,EN,,
ERSA000580,Festo,DNC-63-100-PPV                                                                                      ,Cylinder,,Buenoes Aires,0020-PF90,606030,,,,,,,0020-EF50,VB,785,,HB,1,,,2,1,PC, DNC-63-100-PPV                                                                                       Festo,,,,0,ZA,,,2019,3,15986,4,Purchased Part,EN,,
ERSA000581,Festo,164889,stopper cylinder STA-50-30-P-A,Pneumatic cylinder,Mexico City,0020-PL15|0020-EF50|0020-PF90,606031,,,,,,,0020-PF90,VB,785,,FX,2,,,2,1,PC,Pneumatic cylinder 164889 Festo,,,,144.67,ZA,,,3171,1,15796,6,Purchased Part,EN,,
ERSA000582,Festo,KYP-18 158907                                                                                       ,shock absorber holder,,Buenoes Aires,0020-PL15|0020-EF50,606019,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,HB,1,,,1,1,PC, KYP-18 158907                                                                                        Festo,,,,0,ZA,,,2080,2,45863,8,Purchased Part,EN,,
ERSA000583,Siemens AG,1FK7042-5AF71-1EH0                                                                                  ,,Servo motor,Cape Town,0020-EF50|0020-PF90,606020,,,,,,,0020-PL15|0020-EF50,VB,785,,HB,3,,,2,1,PC,Servo motor 1FK7042-5AF71-1EH0                                                                                   Siemens AG,,,,2750.94,ZA,,,3451,3,48576,2,Purchased Part,EN,,
ERSA000584,Festo,161760,Pressure switch,Other sensors,Mexico City,0020-PL15,??,,,,,,,0020-EF50|0020-PF90,VB,785,,HB,3,,,1,1,PC,Other sensors 161760 Festo,,,,0,ZA,,,4881,1,15579,3,Purchased Part,EN,,
ERSA000585,Festo,LR-1/4-D-7-MINI                                                                                     ,pressure control valve,,Chicago,0020-EF50,0,,,,,,,0020-PL15,VB,785,,FX,2,,,4,1,PC, LR-1/4-D-7-MINI                                                                                      Festo,,,,0,ZA,,,2475,2,45578,10,Purchased Part,EN,,
ERSA000586,Festo,9999,TIPO 170685 RIPARTITORE,,Tokyo,0020-PF90,606028,,,,,,,0020-EF50,VB,785,,FX,3,,,3,1,PC, 9999 Festo,,,,0,ZA,,,1508,3,36598,11,Purchased Part,EN,,
ERSA000587,Festo,1646708,standard cylinder,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,606029,,,,,,,0020-PF90,VB,785,,FX,3,,,1,1,PC, 1646708 Festo,,,,0,ZA,,,1879,1,12678,3,Purchased Part,EN,,
ERSA000588,Festo,DSNU-25-40-PPV-A                                                                                    ,round cylinder,,Tokyo,0020-PL15|0020-EF50,606030,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,HB,3,,,0,1,PC, DSNU-25-40-PPV-A                                                                                     Festo,,,,0,ZA,,,3473,2,12576,3,Purchased Part,EN,,
ERSA000589,Festo,SG-M6                                                                                               ,clevis,Pneumatic connection technology,Tokyo,0020-EF50|0020-PF90,606031,,,,,,,0020-PL15|0020-EF50,VB,785,,HB,2,,,2,1,PC,Pneumatic connection technology SG-M6                                                                                                Festo,,,,0,ZA,,,2661,3,257968,1,Purchased Part,EN,,
ERSA000590,Festo,DSN-10-40P                                                                                          ,standard cylinder,,Buenoes Aires,0020-PL15,606019,,,,,,,0020-EF50|0020-PF90,VB,785,,HB,2,,,1,1,PC, DSN-10-40P                                                                                           Festo,,,,0,ZA,,,4731,1,12546,1,Purchased Part,EN,,
ERSA000591,Festo,5158,swivel flange,,Toronto,0020-EF50,606020,,,,,,,0020-PL15,VB,785,,FX,2,,,3,1,PC, 5158 Festo,,,,0,ZA,,,2324,2,478562,1,Purchased Part,EN,,
ERSA000592,Festo,3575,double nipple,,Toronto,0020-PF90,??,,,,,,,0020-EF50,VB,785,,FX,3,,,2,1,PC, 3575 Festo,,,,0,ZA,,,4387,3,7854|7858|66986,2 I 4 I 5,Purchased Part,EN,,
ERSA000593,Festo,CPX-AB-4-M12X2-5POL                                                                                 ,Connection block,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0,,,,,,,0020-PF90,VB,785,,FX,2,,,0,1,PC, CPX-AB-4-M12X2-5POL                                                                                  Festo,,,,0,ZA,,,3371,1,867936,8,Purchased Part,EN,,
ERSA000594,Siemens AG,1LA7083-6AA10                                                                                       ,,Three-phase motor,Mexico City,0020-PL15|0020-EF50,,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,785,,HB,2,,,5,1,PC,Three-phase motor 1LA7083-6AA10                                                                                        Siemens AG,,,,1349.03,ZA,,,1483,2,6589|7854,0 I 3,Purchased Part,EN,,
ERSA000595,Festo,GRLA-1/4-QS-8-RS-D                                                                                  ,Throttle check valve,Throttle check valves,Toronto,0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PL15|0020-EF50,VB,785,,FX,2,,,0,1,PC,Throttle check valves GRLA-1/4-QS-8-RS-D                                                                                   Festo,,,,132.55,ZA,,,2674,3,458796|785625,0 I 1,Purchased Part,EN,,
ERSA000596,Festo,156045 ADVU-40-100-A-P-A                                                                            ,VERIN PNEUMATIQUE CORPS 40,,Toronto,0020-PL15,0012L02043,,,,,,,0020-EF50|0020-PF90,VB,785,,FX,1,,,1,1,PC, 156045 ADVU-40-100-A-P-A                                                                             Festo,,,,0,ZA,,,3228,1,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA000597,Festo,U-1/8-B                                                                                             ,Silencer,Silencers,Chicago,0020-EF50,0012L02007,,,,,,,0020-PL15,VB,785,,FX,2,,,5,1,PC,Silencers U-1/8-B                                                                                              Festo,,,,0,ZA,,,4625,2,48568 | 55879,0 I 1,Purchased Part,EN,,
ERSA000598,Festo,CJM-5/2-1/2-CH                                                                                      ,Solenoid valve,Directional valves,Cape Town,0020-PF90,0012L02007,,,,,,,0020-EF50,VB,785,,FX,1,,,4,1,PC,Directional valves CJM-5/2-1/2-CH                                                                                       Festo,,,,192.58,ZA,,,4103,3,48568 | 55879,5 I 3,Purchased Part,EN,,
ERSA000599,Festo,546702,Distributeur monostable 546702,,Stuttgart,0020-PL15|0020-EF50,0012L02013,,,,,,,0020-PF90,VB,785,,FX,1,,,4,1,PC, 546702 Festo,,,,0,ZA,,,2343,1,56588,4,Purchased Part,EN,,
ERSA000601,Festo,9999,KPM RW080M0150,,Cape Town,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,785,,FX,1,,,4,1,PC, 9999 Festo,,,,0,ZA,,,4524,2,55885,1,Purchased Part,EN,,
ERSA000602,Siemens AG,3RV1021-0FA10                                                                                       ,,Motor protection switch,Toronto,0020-PL15,0012L01014,,,,,,,0020-EF50|0020-PF90,VB,568,6020,HB,1,,,5,1,PC,Motor protection switch 3RV1021-0FA10                                                                                        Siemens AG,,,,784,ZA,,,2975,3,77557,1,Purchased Part,EN,,
ERSA000603,Festo,9999,MFH-3-1/4-S,,Tokyo,0020-EF50,0012L01014,,,,,,,0020-PL15,VB,568,6020,FX,1,,,5,1,PC, 9999 Festo,,,,0,ZA,,,2782,1,15986,10,Purchased Part,EN,,
ERSA000604,Festo,DNC-63-PPVA                                                                                         ,Wear partsSE,,Chicago,0020-PF90,0012L02028,,,,,,,0020-EF50,VB,568,6020,FX,1,,,4,1,PC, DNC-63-PPVA                                                                                          Festo,,,,0,ZA,,,2405,2,15796,1,Purchased Part,EN,,
ERSA000605,Festo,9999,TCK-1/8-PK4 RACCORDI,,Buenoes Aires,0020-PL15|0020-EF50|0020-PF90,0012L02008,,,,,,,0020-PF90,VB,568,6020,HB,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,2095,3,45863,1,Purchased Part,EN,,
ERSA000606,Festo,8047679,Cable box,,Buenoes Aires,0020-PL15|0020-EF50,0012L01014,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,FX,1,,,1,1,PC, 8047679 Festo,,,,0,ZA,,,2439,1,48576,1,Purchased Part,EN,,
ERSA000607,Festo,LR-1/4-S-B                                                                                          ,Pressure control valve,,Toronto,0020-EF50|0020-PF90,0012L01014,,,,,,,0020-PL15|0020-EF50,VB,568,6020,FX,1,,,1,1,PC, LR-1/4-S-B                                                                                           Festo,,,,0,ZA,,,1994,2,15579,2,Purchased Part,EN,,
ERSA000608,Festo,JFM-4-1/8                                                                                           ,Solenoid valve,Directional valves,Buenoes Aires,0020-PL15,B450,,,,,,,0020-EF50|0020-PF90,VB,568,6020,HB,3,,,2,1,PC,Directional valves JFM-4-1/8                                                                                            Festo,,,,146.74,ZA,,,1735,3,45578,8,Purchased Part,EN,,
ERSA000609,Festo,9999,VL/0-3-1/4,,Buenoes Aires,0020-EF50,Z356,,,,,,,0020-PL15,VB,568,6020,HB,2,,,3,1,PC, 9999 Festo,,,,0,ZA,,,2232,1,36598,9,Purchased Part,EN,,
ERSA000610,Festo,GRLA-1/4-QS-6-RS-D                                                                                  ,Throttle check valve,Throttle check valves,Cape Town,0020-PF90,G690,,,,,,,0020-EF50,VB,568,6020,HB,3,,,2,1,PC,Throttle check valves GRLA-1/4-QS-6-RS-D                                                                                   Festo,,,,127.1,ZA,,,2691,2,12678,4,Purchased Part,EN,,
ERSA000611,Siemens AG,1FT6132-6SC71-2AA0                                                                                  ,,Synchronous servo motor,Tokyo,0020-PL15|0020-EF50|0020-PF90,F340,,,,,,,0020-PF90,VB,568,6020,FX,2,,,4,1,PC,Synchronous servo motor 1FT6132-6SC71-2AA0                                                                                   Siemens AG,,,,1844.26,ZA,,,4782,3,12576,3,Purchased Part,EN,,
ERSA000612,Siemens AG,1LA5130-4CA61                                                                                       ,,Three-phase flange motor,Buenoes Aires,0020-EF50|0020-PF90,L900,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,FX,2,,,2,1,PC,Three-phase flange motor 1LA5130-4CA61                                                                                        Siemens AG,,,,1876.44,ZA,,,2219,1,257968,5,Purchased Part,EN,,
ERSA000614,Festo,EGC-80-600-TB-KF 0H-GK                                                                              ,Toothed belt axis,Pneumatic cylinder,Buenoes Aires,0020-PL15,D470,,,,,,,0020-EF50|0020-PF90,VB,568,6020,FX,1,,,5,1,PC,Pneumatic cylinder EGC-80-600-TB-KF 0H-GK                                                                               Festo,,,,167.88,ZA,,,1696,2,478562,2,Purchased Part,EN,,
ERSA000615,Festo,9999,MPPE-3-1/4-6-010-B,,Toronto,0020-EF50,H230,,,,,,,0020-PL15,VB,568,6020,HB,3,,,5,1,PC, 9999 Festo,,,,0,ZA,,,4053,3,7854|7858|66986,0 I 1,Purchased Part,EN,,
ERSA000616,Siemens AG,1LA5131-2AA70                                                                                       ,,Three-phase motor,Cape Town,0020-PF90,A168,,,,,,,0020-EF50,VB,568,6020,HB,1,,,1,1,PC,Three-phase motor 1LA5131-2AA70                                                                                        Siemens AG,,,,1765.45,ZA,,,4883,1,867936,4,Purchased Part,EN,,
ERSA000617,Siemens AG,3RV1011-0DA10                                                                                       ,,Motor protection switch,Mexico City,0020-PL15|0020-EF50|0020-PF90,C560,,,,,,,0020-PF90,VB,568,6020,FX,1,,,4,1,PC,Motor protection switch 3RV1011-0DA10                                                                                        Siemens AG,,,,1988.03,ZA,,,4610,2,6589|7854,0 I 1,Purchased Part,EN,,
ERSA000618,Festo,170873,Guide cylinder DFM-50-80-P-A-GF,,Stuttgart,0020-PL15|0020-EF50,E440,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,HB,2,,,0,1,PC, 170873 Festo,,,,0,ZA,,,2785,3,458796|785625,5 I 3,Purchased Part,EN,,
ERSA000619,Festo,9999,ESH-HA-4-QS,,Tokyo,0020-EF50|0020-PF90,K780,,,,,,,0020-PL15|0020-EF50,VB,568,6020,FX,1,,,1,1,PC, 9999 Festo,,,,0,ZA,,,1142,1,48568 | 55879,0 I 3,Purchased Part,EN,,
ERSA000620,Festo,MA-50-10-1/4                                                                                        ,Pressure gauge,Pressure gauge,Buenoes Aires,0020-PL15,606028,,,,,,,0020-EF50|0020-PF90,VB,568,6020,FX,2,,,1,1,PC,Pressure gauge MA-50-10-1/4                                                                                         Festo,,,,0,ZA,,,3189,2,48568 | 55879,2 I 4,Purchased Part,EN,,
ERSA000621,Siemens AG,1PH8107-1DG12-2BA1                                                                                  ,,Servo motor,Toronto,0020-EF50,606029,,,,,,,0020-PL15,VB,568,6020,FX,3,,,5,1,PC,Servo motor 1PH8107-1DG12-2BA1                                                                                   Siemens AG,,,,2104.32,ZA,,,1025,3,48568 | 55879,0 I 1,Purchased Part,EN,,
ERSA000622,Festo,YSR-8-8-C                                                                                           ,Shock absorber,Accessories pneumatic elements,Tokyo,0020-PL15|0020-EF50|0020-PF90,606030,,,,,,,0020-EF50,VB,568,6020,FX,1,,,3,1,PC,Accessories pneumatic elements YSR-8-8-C                                                                                            Festo,,,,0,ZA,,,3544,1,56588,8,Purchased Part,EN,,
ERSA000624,Festo,9999,VENTURIMETRO VAD-1/4 9394 S408,,Cape Town,0020-EF50|0020-PF90,606031,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,FX,2,,,5,1,PC, 9999 Festo,,,,0,ZA,,,2587,2,55885,9,Purchased Part,EN,,
ERSA000626,Festo,GRLA-1/4-QS-8-RS-D                                                                                  ,Throttle check valve,,Cape Town,0020-PL15,606019,,,,,,,0020-EF50|0020-PF90,VB,568,6020,HB,2,,,0,1,PC, GRLA-1/4-QS-8-RS-D                                                                                   Festo,,,,0,ZA,,,4623,3,15986,4,Purchased Part,EN,,
ERSA000627,Festo,MA-40-10-R1/4-EN                                                                                    ,Pressure gauge,Pressure gauge,Mexico City,0020-EF50,606020,,,,,,,0020-PL15,VB,568,6020,FX,1,,,0,1,PC,Pressure gauge MA-40-10-R1/4-EN                                                                                     Festo,,,,0,ZA,,,4854,1,15796,1,Purchased Part,EN,,
ERSA000628,Festo,DGXL-40-...-GA                                                                                      ,Coupling,,Buenoes Aires,0020-PF90,K780,,,,,,,0020-EF50,VB,568,6020,FX,1,,,5,1,PC, DGXL-40-...-GA                                                                                       Festo,,,,0,ZA,,,2362,2,45863,1,Purchased Part,EN,,
ERSA000629,Festo,9999,MLO-POT-600-TLF,,Cape Town,0020-PL15|0020-EF50|0020-PF90,606028,,,,,,,0020-PF90,VB,568,6020,HB,2,,,0,1,PC, 9999 Festo,,,,0,ZA,,,3678,3,48576,1,Purchased Part,EN,,
ERSA000630,Festo,"193992 DSNU-32-25-P-""M10""K                                                                          ",air cylinder,,Buenoes Aires,0020-PL15|0020-EF50,606029,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,HB,2,,,2,1,PC," 193992 DSNU-32-25-P-""M10""K                                                                           Festo",,,,0,ZA,,,4575,1,15579,2,Purchased Part,EN,,
ERSA000631,Siemens AG,3RV2021-0FA10                                                                                       ,,Motor protection switch,Buenoes Aires,0020-EF50|0020-PF90,606030,,,,,,,0020-PL15|0020-EF50,VB,568,6020,FX,2,,,2,1,PC,Motor protection switch 3RV2021-0FA10                                                                                        Siemens AG,,,,1888.7,ZA,,,1069,2,45578,9,Purchased Part,EN,,
ERSA000632,Festo,18205,Input module,,Stuttgart,0020-PL15,606031,,,,,,,0020-EF50|0020-PF90,VB,568,6020,FX,2,,,1,1,PC, 18205 Festo,,,,0,ZA,,,1744,3,36598,3,Purchased Part,EN,,
ERSA000633,Festo,9037,Mounting,,Stuttgart,0020-EF50,606019,,,,,,,0020-PL15,VB,568,6020,HB,2,,,0,1,PC, 9037 Festo,,,,0,ZA,,,1945,1,12678,10,Purchased Part,EN,,
ERSA000634,Festo,9484,Valve Plate,,Mexico City,0020-PF90,606020,,,,,,,0020-EF50,VB,568,6020,FX,2,,,4,1,PC, 9484 Festo,,,,0,ZA,,,3234,2,12576,5,Purchased Part,EN,,
ERSA000635,Siemens AG,1FK7063-5AF71-1PH0-Z                                                                                ,,Servo motor,Mexico City,0020-PL15|0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PF90,VB,568,6020,FX,2,,,1,1,PC,Servo motor 1FK7063-5AF71-1PH0-Z                                                                                 Siemens AG,,,,1644.89,ZA,,,2360,3,257968,8,Purchased Part,EN,,
ERSA000636,Festo,161362,Solenoid valve,Directional valves,Stuttgart,0020-PL15|0020-EF50,0012L02043,,,,,,,0020-PL15|0020-EF50|0020-PF90,VB,568,6020,FX,3,,,3,1,PC,Directional valves 161362 Festo,,,,146.74,ZA,,,3102,1,12546,11,Purchased Part,EN,,
ERSA000637,Festo,191159,Cylinder,,Toronto,0020-EF50|0020-PF90,0012L02007,,,,,,,0020-PL15|0020-EF50,VB,568,6020,FX,1,,,0,1,PC, 191159 Festo,,,,0,ZA,,,1908,2,478562,20,Purchased Part,EN,,
ERSA000638,Festo,9999,FESTO QST-1/8-6,,Cape Town,0020-PL15,0012L02007,,,,,,,0020-EF50|0020-PF90,VB,568,6020,FX,1,,,0,1,PC, 9999 Festo,,,,0,ZA,,,4509,3,7854|7858|66986,1 I 1 I 2,Purchased Part,EN,,
ERSA000639,Festo,529046,Pressure gauge MA-40-16-1/8-EN,,Stuttgart,0020-PF90,0012L02013,,,,,,,0020-PL15,VB,568,6020,HB,3,,,2,1,PC, 529046 Festo,,,,0,ZA,,,3543,1,867936,3,Purchased Part,EN,,
